漢字識別號,字,字義,小韻識別號,小韻字,小韻切語,小韻標音,小韻目次,廣韻聲母,聲母碼,七聲類,發音部位,清濁,發送收,廣韻韻母,韻母碼,攝,韻系,韻目,調,呼,等,等呼
5785,𤣠,犬黃白色,662,嚻,許嬌,hiau1,2.04宵,曉,h,喉音,喉音,次清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5786,藃,草皃又火交切,662,嚻,許嬌,hiau1,2.04宵,曉,h,喉音,喉音,次清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5787,呺,呺然大皃,662,嚻,許嬌,hiau1,2.04宵,曉,h,喉音,喉音,次清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5788,𩱴,炊氣,662,嚻,許嬌,hiau1,2.04宵,曉,h,喉音,喉音,次清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5789,虈,白芷別名,662,嚻,許嬌,hiau1,2.04宵,曉,h,喉音,喉音,次清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5790,樵,柴也≆說文木也昨焦切十五,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5791,藮,上同,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5792,劁,刈草,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5793,憔,憔悴瘦也,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5794,顦,上同,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5795,䏆,耳中聾又音曹,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5796,譙,國名又姓蜀有譙周,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5797,嶕,嶕嶢,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5798,𡻝,嶚𡻝山高皃又音巢,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5799,鐎,又音焦,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5800,𨝱,縣名,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5801,僬,又音焦,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5802,䩌,面枯皃又音焦,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5803,撨,取也,648,蕭,蘇彫,siau1,2.03蕭,心,s,齒音,齒頭音,全清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
5804,菬,草名,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5805,驕,馬髙六尺舉喬切九,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5806,嬌,女字亦態,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5807,憍,憐也恣也本亦作驕,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5808,穚,禾秀,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5809,鷮,鷮似雉而小走鳴長尾,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5810,蕎,藥名一名大戟,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5811,喬,爾雅云句如羽喬郭璞曰樹枝曲卷似鳥毛羽,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5812,簥,大管名也,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5813,撟,舉手,664,驕,舉喬,kiau1,2.04宵,見,k,牙音,牙音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5814,焦,傷火也又姓周武王封神農之後於焦後以國爲氏出南安即消切十七,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5815,𤓪,籀文,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5816,㲬,兜鍪上毛飾,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5817,蕉,芭蕉,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5818,膲,人之三膲,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5819,鷦,鷦鵬南方神鳥似鳳又鷦鷯小鳥,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5820,𩾗,上同,650,貂,都聊,tiau1,2.03蕭,端,t,舌音,舌頭音,全清,發聲,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
5821,椒,木名爾雅云檓大椒又椒榝醜莍莍實也應劭漢官儀曰皇后稱椒房以椒塗壁取其温也又山巓亦姓楚有大夫椒舉,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5822,茮,上同,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5823,噍,啁噍聲,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5824,鐎,刁斗也温器三足而有柄,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5825,蟭,䗚蟭螗蜋卵也,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5826,醮,面䩌枯也,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5827,𪚱,灼龜不兆也亦作𪚰,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5828,僬,義見僥字,663,樵,昨焦,ciau5,2.04宵,從,c,齒音,齒頭音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5829,燋,傷火≆說文曰所以然持火也,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5830,䌭,生枲也,665,焦,即消,ciau1,2.04宵,精,c,齒音,齒頭音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5831,饒,益也飽也餘也又姓風俗通云漢有饒斌爲漁陽太守如招切六,666,饒,如招,jiau5,2.04宵,日,j,半齒音,半齒,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5832,橈,楫也又女敎切,666,饒,如招,jiau5,2.04宵,日,j,半齒音,半齒,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5833,襓,劒衣,666,饒,如招,jiau5,2.04宵,日,j,半齒音,半齒,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5834,㹛,牛馴伏又而沼切,666,饒,如招,jiau5,2.04宵,日,j,半齒音,半齒,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5835,蟯,人腹中蟲,666,饒,如招,jiau5,2.04宵,日,j,半齒音,半齒,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5836,蕘,芻蕘,666,饒,如招,jiau5,2.04宵,日,j,半齒音,半齒,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5837,燒,火也然也式招切又式照切二,667,燒,式招,siau1,2.04宵,書,s,齒音,正齒近舌上,全清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5838,𤬖,𤓰名,667,燒,式招,siau1,2.04宵,書,s,齒音,正齒近舌上,全清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5839,遙,逺也行也餘昭切三十六,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5840,媱,美好,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5841,傜,使也役也又喜也或作㑾,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5842,繇,於也由也喜也詩云我歌且繇,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5843,颻,飄颻,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5844,𣣳,氣出皃,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5845,窯,燒瓦窯也,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5846,窰,上同,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5847,䔄,蒲葉也又草也,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5848,𦾺,𦾺芅萇楚今羊桃也爾雅作銚,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5849,珧,玉珧蜃甲,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5850,鰩,文鰩魚鳥翼能飛白首赤喙常游西海夜飛向北海,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5851,銚,燒器亦古田器又姓後漢衛尉潁川銚期又徒弔切,649,祧,吐彫,thiau1,2.03蕭,透,th,舌音,舌頭音,次清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
5852,姚,姚恱美好皃又舜姓今出吳興南安二望左傳有鄭大夫姚句耳,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5853,搖,動也作也又姓東越王摇句踐之後,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5854,謠,謡歌也爾雅云徒歌謂之謡,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5855,軺,≆說文曰小車也又音韶,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5856,愮,憂也悸也邪也惑也,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5857,恌,上同,649,祧,吐彫,thiau1,2.03蕭,透,th,舌音,舌頭音,次清,送氣,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
5858,𨙂,疾行又音由或作[繇/𨙂],668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5859,陶,皐陶舜臣又徒刀切,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5860,蘨,草茂也又音由,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5861,𤬖,𤓰也,667,燒,式招,siau1,2.04宵,書,s,齒音,正齒近舌上,全清,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5862,鷂,大雉名爾雅云靑質五彩皆備成章曰鷂又音曜,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5863,洮,五湖名風土記云陽羨縣西有洮湖別名長塘湖義興記曰太湖射湖貴湖陽湖洮湖是爲五湖,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5864,烑,光也,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5865,𢋇,[𢋇/𤻂][座/痤]也,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5866,𢑄,弓利,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5867,㫍,旗旒,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5868,榣,木名,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5869,嗂,樂也≆說文喜也,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5870,䠛,跳䠛行步皃,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5871,瑤,美玉,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5872,猺,獸名又獏猺狗種也,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5873,餆,餆餌食,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5874,褕,褕狄后衣亦作[榆/揄],261,逾,羊朱,Øu5,1.10虞,以,Ø,喉音,喉音,次濁,發聲,虞開3舒聲,u,遇,虞,虞,平,開,3,獨細
5875,韶,舜樂也紹也市昭切十,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5876,㲈,上同,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5877,佋,廟佋穆也或作昭父昭子穆孝經䟽云昭明也穆敬也故昭南向穆北向孫從父坐又市沼切,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5878,𦯐,草名,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5879,𠧙,十問,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5880,玿,美玉,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5881,𢃳,[◫帚召/𢃳]擊也,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5882,軺,使車又音遥,668,遙,餘昭,Øiau5,2.04宵,以,Ø,喉音,喉音,次濁,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5883,柖,≆說文曰樹摇皃又射的也,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5884,㸛,㸛牀別名,669,韶,市昭,siau5,2.04宵,禪,s,齒音,正齒近齒頭,全濁,送氣,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5885,昭,明也光也著也覿也又姓楚詞昭屈景三族戰國策楚有昭奚恤止遥切七,670,昭,止遙,ciau1,2.04宵,章,c,齒音,正齒近舌上,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5886,鵃,鶻鵃鳥也又竹交切,670,昭,止遙,ciau1,2.04宵,章,c,齒音,正齒近舌上,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5887,鉊,淮南[-/人]呼鎌,670,昭,止遙,ciau1,2.04宵,章,c,齒音,正齒近舌上,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5888,招,招呼也來也又姓漢有大鴻臚招猛,670,昭,止遙,ciau1,2.04宵,章,c,齒音,正齒近舌上,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5889,釗,逺也見也勉也亦弩牙又周康王名,652,驍,古堯,kiau1,2.03蕭,見,k,牙音,牙音,全清,發聲,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
5890,盄,玉篇器也,670,昭,止遙,ciau1,2.04宵,章,c,齒音,正齒近舌上,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5891,皽,皮上𦞙膜,670,昭,止遙,ciau1,2.04宵,章,c,齒音,正齒近舌上,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5892,飊,風也俗作飈甫遥切十五,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5893,標,舉也又木杪也又必小切,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5894,猋,群犬走皃,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5895,杓,北斗柄星天文志云一至四爲魁五至七爲杓又音漂,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5896,瘭,瘭疸病名,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5897,幖,頭上幟也,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5898,熛,飛火,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5899,㠒,山峯,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5900,𧽤,輕行,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5901,蔈,爾雅曰黃華蔈郭璞云苕華色異名[-/亦不同]也,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5902,驫,衆馬走皃,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5903,𦠎,𦠎𦟞腫欲潰也,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5904,𣄠,旌旗飛揚皃,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5905,贆,貝居陸也,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5906,髟,髮長皃又所銜切,671,飊,甫遙,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5907,鑣,馬銜甫嬌切七,672,鑣,甫嬌,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5908,𩽁,上同,672,鑣,甫嬌,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5909,臕,脂臕肥皃,672,鑣,甫嬌,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5910,儦,行皃詩云行人儦儦,672,鑣,甫嬌,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5911,瀌,雪皃詩云雨雪瀌瀌,672,鑣,甫嬌,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5912,𦔩,除田薉也亦作穮,672,鑣,甫嬌,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5913,藨,萑葦秀爾雅云猋藨芀,672,鑣,甫嬌,hiau1,2.04宵,非,h,脣音,輕脣音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5914,瓢,瓠也方言云蠡或謂之瓢論語曰一瓢飲符霄切六,673,瓢,符霄,hiau5,2.04宵,奉,h,脣音,輕脣音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5915,飄,老子曰飄風不終朝,673,瓢,符霄,hiau5,2.04宵,奉,h,脣音,輕脣音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5916,剽,爾雅云中鏞謂之剽又小輕也或作𠠧,673,瓢,符霄,hiau5,2.04宵,奉,h,脣音,輕脣音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5917,薸,方言云江東謂浮萍爲薸,673,瓢,符霄,hiau5,2.04宵,奉,h,脣音,輕脣音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5918,𣞈,槖也[又公混切▼四字當删▲],673,瓢,符霄,hiau5,2.04宵,奉,h,脣音,輕脣音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5919,螵,槖也[又公混切▼四字當删▲],673,瓢,符霄,hiau5,2.04宵,奉,h,脣音,輕脣音,全濁,,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5920,蜱,蟲名彌遥切五,117,陴,符支,hi5,1.05支,奉,h,脣音,輕脣音,全濁,,支開3舒聲,i,止,支,支,平,開,3,開細
5921,䖢,蠶初生也,674,蜱,彌遙,biau5,2.04宵,明,b,脣音,重脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5922,篻,竹名,674,蜱,彌遙,biau5,2.04宵,明,b,脣音,重脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5923,㠺,玉篇云細網也,674,蜱,彌遙,biau5,2.04宵,明,b,脣音,重脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5924,𪃦,工雀,674,蜱,彌遙,biau5,2.04宵,明,b,脣音,重脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5925,苗,田苗亦夏獵曰苗又求也衆也禾秀也亦姓風俗通云楚大夫伯棼之後賁皇奔晉食采於苗因而氏焉武瀌切五,675,苗,武瀌,biau5,2.04宵,微,b,脣音,輕脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5926,描,描畫也又音茅,675,苗,武瀌,biau5,2.04宵,微,b,脣音,輕脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5927,緢,≆說文曰旄絲也,675,苗,武瀌,biau5,2.04宵,微,b,脣音,輕脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5928,貓,獸捕鼠又爾雅曰虎竊毛謂之虦貓又武交切,675,苗,武瀌,biau5,2.04宵,微,b,脣音,輕脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5929,猫,俗,675,苗,武瀌,biau5,2.04宵,微,b,脣音,輕脣音,次濁,收聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5930,要,俗言要勒≆說文曰身中也象人要自[由/臼]之形今作腰又姓吳人要離之後漢有河南令要兢於霄切又一𥬇切九,676,要,於霄,Øiau1,2.04宵,影,Ø,喉音,喉音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5931,腰,見上注亦作𦝫,676,要,於霄,Øiau1,2.04宵,影,Ø,喉音,喉音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5932,葽,秀葽草也,656,幺,於堯,Øiau1,2.03蕭,影,Ø,喉音,喉音,全清,發聲,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
5933,喓,蟲聲,676,要,於霄,Øiau1,2.04宵,影,Ø,喉音,喉音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5934,𧍔,蛇名,676,要,於霄,Øiau1,2.04宵,影,Ø,喉音,喉音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5935,䙅,䙅襻,676,要,於霄,Øiau1,2.04宵,影,Ø,喉音,喉音,全清,發聲,宵開3舒聲,iau,效,宵,宵,平,開,3,開細
5936,邀,邀遮又音梟,652,驍,古堯,kiau1,2.03蕭,見,k,牙音,牙音,全清,發聲,蕭開4舒聲,iau,效,蕭,蕭,平,開,4,開細
