小韻識別號,上字表識別號,下字表識別號,小韻字,小韻切語,小韻標音,小韻目次,小韻字序號,廣韻聲母,七聲類,發音部位,清濁,發送收,聲母碼,聲母國際音標,白話字聲母,閩拼聲母,台羅聲母,方音聲母,十五音聲母,廣韻韻母,目次,攝,韻系,韻目,調,呼,等,等呼,韻母碼,韻母國際音標,白話字韻母,閩拼韻母,台羅韻母,方音韻母,十五音韻母
2490,18,107,快,苦夬,khuai3,4.17夬,2,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2491,4,107,邁,莫話,buai7,4.17夬,3,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2492,38,107,話,下快,huai7,4.17夬,4,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2493,3,107,敗,薄邁,puai7,4.17夬,5,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2494,36,107,䵳,烏快,Øuai3,4.17夬,6,影,喉音,喉音,全清,發聲,Ø,,,,,,英,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2495,28,107,嘬,楚夬,chuai3,4.17夬,7,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2496,17,103,犗,古喝,kai3,4.17夬,8,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,夬開2舒聲,4.17夬,蟹,夬,夬,去,開,2,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2497,14,103,蠆,丑犗,thai3,4.17夬,9,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,夬開2舒聲,4.17夬,蟹,夬,夬,去,開,2,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2498,36,103,喝,於犗,Øai3,4.17夬,10,影,喉音,喉音,全清,發聲,Ø,,,,,,英,夬開2舒聲,4.17夬,蟹,夬,夬,去,開,2,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2499,32,103,𠱡,所犗,sai3,4.17夬,11,生,齒音,正齒近齒頭,全清,送氣,s,s,s,s,s,ㄙ,時,夬開2舒聲,4.17夬,蟹,夬,夬,去,開,2,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2500,15,107,𦤧,除邁,tuai7,4.17夬,12,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2501,37,103,䜕,火犗,hai3,4.17夬,13,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,夬開2舒聲,4.17夬,蟹,夬,夬,去,開,2,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2502,37,107,咶,火夬,huai3,4.17夬,14,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2503,1,107,敗,補邁,puai3,4.17夬,15,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2504,22,107,啐,倉夬,chuai3,4.17夬,16,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2505,30,107,寨,犲夬,cuai7,4.17夬,17,崇,齒音,正齒近齒頭,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,夬合2舒聲,4.17夬,蟹,夬,夬,去,合,2,合洪,uai,uai,oai,uai,uai,ㄨㄞ,乖
2506,38,103,㕢,何犗,hai7,4.17夬,18,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,夬開2舒聲,4.17夬,蟹,夬,夬,去,開,2,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2507,11,111,隊,徒對,tue7,4.18隊,1,定,舌音,舌頭音,全濁,,t,t,t,d,t,ㄉ,地,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2508,3,111,佩,蒲昧,pue7,4.18隊,2,並,脣音,重脣音,全濁,,p,p,p,b,p,ㄅ,邊,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2509,4,111,妹,莫佩,bue7,4.18隊,3,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2510,2,111,配,滂佩,phue3,4.18隊,4,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2511,37,111,誨,荒内,hue3,4.18隊,5,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2512,9,111,對,都隊,tue3,4.18隊,6,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2513,22,111,倅,七内,chue3,4.18隊,7,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2514,21,111,晬,子對,cue3,4.18隊,8,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2515,36,111,𩲄,烏繢,Øue3,4.18隊,9,影,喉音,喉音,全清,發聲,Ø,,,,,,英,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2516,10,111,退,他内,thue3,4.18隊,10,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2517,17,111,憒,古對,kue3,4.18隊,11,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2518,38,111,潰,胡對,hue7,4.18隊,12,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2519,18,111,塊,苦對,khue3,4.18隊,13,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2520,24,111,碎,蘇内,sue3,4.18隊,14,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2521,12,111,内,奴對,lue7,4.18隊,15,泥,舌音,舌頭音,次濁,收聲,l,l,l,l,l,ㄌ,柳,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2522,41,111,纇,盧對,lue7,4.18隊,16,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2523,1,111,背,補妹,pue3,4.18隊,17,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2524,20,111,磑,五對,gue7,4.18隊,18,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2525,38,111,蚚,胡輩,hue7,4.18隊,19,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,灰合1舒聲,4.18隊,蟹,灰,隊,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2526,11,115,代,徒耐,tai7,4.19代,1,定,舌音,舌頭音,全濁,,t,t,t,d,t,ㄉ,地,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2527,21,115,載,作代,cai3,4.19代,2,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2528,4,115,䆀,莫代,bai7,4.19代,3,明,脣音,重脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2529,24,115,賽,先代,sai3,4.19代,4,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2530,10,115,貸,他代,thai3,4.19代,5,透,舌音,舌頭音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2531,17,115,漑,古代,kai3,4.19代,6,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2532,18,79,慨,苦蓋,khai3,4.19代,7,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,,,,,,,,,,,,,,,,
2533,20,115,礙,五漑,gai7,4.19代,8,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2534,36,115,愛,烏代,Øai3,4.19代,9,影,喉音,喉音,全清,發聲,Ø,,,,,,英,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2535,38,115,瀣,胡槩,hai7,4.19代,10,匣,喉音,喉音,全濁,送氣,h,h,h,h,h,ㄏ,喜,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2536,12,115,耐,奴代,lai7,4.19代,11,泥,舌音,舌頭音,次濁,收聲,l,l,l,l,l,ㄌ,柳,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2537,9,115,戴,都代,tai3,4.19代,12,端,舌音,舌頭音,全清,發聲,t,t,t,d,t,ㄉ,地,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2538,41,115,賚,落代,lai7,4.19代,13,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2539,22,115,菜,倉代,chai3,4.19代,14,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2540,23,115,載,昨代,cai7,4.19代,15,從,齒音,齒頭音,全濁,,c,ʦ,ch,z,ts,ㄗ,曾,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2541,37,115,儗,海愛,hai3,4.19代,16,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2542,5,119,廢,方肺,hue3,4.20廢,1,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,廢合1舒聲,4.20廢,蟹,廢,廢,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2543,5,119,肺,方廢,hue3,4.20廢,2,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,廢合1舒聲,4.20廢,蟹,廢,廢,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2544,36,119,穢,於廢,Øue3,4.20廢,3,影,喉音,喉音,全清,發聲,Ø,,,,,,英,廢合1舒聲,4.20廢,蟹,廢,廢,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2545,7,119,吠,符廢,hue7,4.20廢,4,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,廢合1舒聲,4.20廢,蟹,廢,廢,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2546,37,119,喙,許穢,hue3,4.20廢,5,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,廢合1舒聲,4.20廢,蟹,廢,廢,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2547,19,119,𤜂,渠穢,kue7,4.20廢,6,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,廢合1舒聲,4.20廢,蟹,廢,廢,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2548,20,119,刈,魚肺,gue7,4.20廢,7,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,廢合1舒聲,4.20廢,蟹,廢,廢,去,合,1,合洪,ue,ue,oe,ue,ue,ㄨㆤ,檜
2549,27,115,震,章刃,cai3,4.21震,1,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2550,24,115,信,息晉,sai3,4.21震,2,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2551,42,115,刃,而振,jai7,4.21震,3,日,半齒音,半齒,次濁,收聲,j,ʣ,j,zz,j,ㆡ,入,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2552,39,115,𦙍,羊晉,Øai7,4.21震,4,以,喉音,喉音,次濁,發聲,Ø,,,,,,英,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2553,41,115,遴,良刃,lai7,4.21震,5,來,半舌音,半舌,次濁,收聲,l,l,l,l,l,ㄌ,柳,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2554,1,115,儐,必刃,pai3,4.21震,6,幫,脣音,重脣音,全清,發聲,p,p,p,b,p,ㄅ,邊,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2555,15,115,敶,直刃,tai7,4.21震,7,澄,舌音,舌上音,全濁,,t,t,t,d,t,ㄉ,地,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2556,34,115,愼,時刃,sai7,4.21震,8,禪,齒音,正齒近齒頭,全濁,送氣,s,s,s,s,s,ㄙ,時,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2557,33,115,眒,試刃,sai3,4.21震,9,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2558,18,115,菣,去刃,khai3,4.21震,10,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2559,25,115,賮,徐刃,sai7,4.21震,11,邪,齒音,齒頭音,全濁,送氣,s,s,s,s,s,ㄙ,時,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2560,20,115,憗,魚覲,gai7,4.21震,12,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2561,21,115,晉,即刃,cai3,4.21震,13,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2562,37,115,衅,許覲,hai3,4.21震,14,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2563,13,115,鎭,陟刃,tai3,4.21震,15,知,舌音,舌上音,全清,發聲,t,t,t,d,t,ㄉ,地,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2564,19,115,僅,渠遴,kai7,4.21震,16,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2565,28,115,櫬,初覲,chai3,4.21震,17,初,齒音,正齒近齒頭,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2566,36,115,印,於刃,Øai3,4.21震,18,影,喉音,喉音,全清,發聲,Ø,,,,,,英,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2567,14,115,疢,丑刃,thai3,4.21震,19,徹,舌音,舌上音,次清,送氣,th,tʰ,th,t,th,ㄊ,他,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2568,6,115,𣎵,撫刃,hai3,4.21震,20,敷,脣音,輕脣音,次清,送氣,h,h,h,h,h,ㄏ,喜,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2569,22,115,親,七遴,chai3,4.21震,21,清,齒音,齒頭音,次清,送氣,ch,ʦʰ,chh,c,tsh,ㄘ,出,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2570,18,115,螼,羌印,khai3,4.21震,22,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,咍開1舒聲,4.19代,蟹,咍,代,去,開,1,開洪,ai,ai,ai,ai,ai,ㄞ,皆
2571,17,127,呁,九峻,kun3,4.21震,23,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2572,27,127,稕,之閏,cun3,4.22稕,1,章,齒音,正齒近舌上,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2573,24,127,𡺲,私閏,sun3,4.22稕,2,心,齒音,齒頭音,全清,送氣,s,s,s,s,s,ㄙ,時,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2574,25,127,殉,辭閏,sun7,4.22稕,3,邪,齒音,齒頭音,全濁,送氣,s,s,s,s,s,ㄙ,時,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2575,21,127,儁,子峻,cun3,4.22稕,4,精,齒音,齒頭音,全清,發聲,c,ʦ,ch,z,ts,ㄗ,曾,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2576,33,127,舜,舒閏,sun3,4.22稕,5,書,齒音,正齒近舌上,全清,送氣,s,s,s,s,s,ㄙ,時,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2577,42,127,閠,如順,jun7,4.22稕,6,日,半齒音,半齒,次濁,收聲,j,ʣ,j,zz,j,ㆡ,入,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2578,35,127,順,食閏,sun7,4.22稕,7,船,齒音,正齒近舌上,全濁,送氣,s,s,s,s,s,ㄙ,時,諄合3舒聲,4.22稕,臻,諄,稕,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2579,8,135,問,亡運,bun7,4.23問,1,微,脣音,輕脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2580,40,135,運,王問,Øun7,4.23問,2,云,喉音,喉音,次濁,發聲,Ø,,,,,,英,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2581,37,135,訓,許運,hun3,4.23問,3,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2582,2,135,湓,匹問,phun3,4.23問,4,滂,脣音,重脣音,次清,送氣,ph,pʰ,ph,p,ph,ㄆ,頗,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2583,5,135,糞,方問,hun3,4.23問,5,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2584,36,135,醖,於問,Øun3,4.23問,6,影,喉音,喉音,全清,發聲,Ø,,,,,,英,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2585,17,135,攈,居運,kun3,4.23問,7,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2586,19,135,郡,渠運,kun7,4.23問,8,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2587,7,135,分,扶問,hun7,4.23問,9,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,文合3舒聲,4.23問,臻,文,問,去,合,3,合細,un,un,un,un,un,ㄨㄣ,君
2588,37,139,焮,香靳,hin3,4.24焮,1,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,欣開3舒聲,4.24焮,臻,欣,焮,去,開,3,開細,in,in,in,in,in,ㄧㄣ,巾
2589,17,139,靳,居焮,kin3,4.24焮,2,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,欣開3舒聲,4.24焮,臻,欣,焮,去,開,3,開細,in,in,in,in,in,ㄧㄣ,巾
2590,19,139,近,巨靳,kin7,4.24焮,3,群,牙音,牙音,全濁,,k,k,k,g,k,ㄍ,求,欣開3舒聲,4.24焮,臻,欣,焮,去,開,3,開細,in,in,in,in,in,ㄧㄣ,巾
2591,36,139,㒚,於靳,Øin3,4.24焮,4,影,喉音,喉音,全清,發聲,Ø,,,,,,英,欣開3舒聲,4.24焮,臻,欣,焮,去,開,3,開細,in,in,in,in,in,ㄧㄣ,巾
2592,20,139,垽,吾靳,gin7,4.24焮,5,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,欣開3舒聲,4.24焮,臻,欣,焮,去,開,3,開細,in,in,in,in,in,ㄧㄣ,巾
2593,20,147,願,魚怨,guan7,4.25願,1,疑,牙音,牙音,次濁,收聲,g,ɡ,g,gg,g,ㆣ,語,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2594,36,147,怨,於願,Øuan3,4.25願,2,影,喉音,喉音,全清,發聲,Ø,,,,,,英,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2595,5,147,販,方願,huan3,4.25願,3,非,脣音,輕脣音,全清,發聲,h,h,h,h,h,ㄏ,喜,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2596,18,147,劵,去願,khuan3,4.25願,4,溪,牙音,牙音,次清,送氣,kh,kʰ,kh,k,kh,ㄎ,去,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2597,8,147,万,無販,buan7,4.25願,5,微,脣音,輕脣音,次濁,收聲,b,b,b,bb,b,ㆠ,門,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2598,7,147,飯,符万,huan7,4.25願,6,奉,脣音,輕脣音,全濁,,h,h,h,h,h,ㄏ,喜,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2599,6,147,嬔,芳万,huan3,4.25願,7,敷,脣音,輕脣音,次清,送氣,h,h,h,h,h,ㄏ,喜,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2600,17,147,建,居万,kuan3,4.25願,8,見,牙音,牙音,全清,發聲,k,k,k,g,k,ㄍ,求,元合3舒聲,4.25願,臻,元,願,去,合,3,開細,uan,uan,oan,uan,uan,ㄨㄢ,觀
2601,36,143,堰,於建,Øian3,4.25願,9,影,喉音,喉音,全清,發聲,Ø,,,,,,英,元開3舒聲,4.25願,臻,元,願,去,開,3,開細,ian,ian,ian,ian,ian,ㄧㄢ,堅
2602,37,143,獻,許建,hian3,4.25願,10,曉,喉音,喉音,次清,送氣,h,h,h,h,h,ㄏ,喜,元開3舒聲,4.25願,臻,元,願,去,開,3,開細,ian,ian,ian,ian,ian,ㄧㄢ,堅
